item_id,question_id,domain,subcategory,difficulty,empirical_hardness,empirical_hardness_obs,empirical_accuracy,answer_type,question_text,participant_answer,participant_confidence,notes
HB_EXP1_0258,procedural_v2_error_recovery_0042,procedural,error_recovery,,1.0,4,0.0,short_text,"A data center's primary power source fails, and the backup generators have not yet kicked in. What is the correct recovery action?","Initiate an immediate shutdown of all critical systems to prevent data loss and damage, then activate the backup generators to restore power.",0.71,
HB_EXP1_0259,procedural_v2_multistep_planning_0030,procedural,multistep_planning,,1.0,4,0.0,short_text,"You want to transfer a small file to a remote server, but the server's SSH connection times out after 1 minute. You have already compressed the file. What can you do to achieve this?",Use a secure copy (SCP) command with a larger SSH timeout,0.71,
HB_EXP1_0260,procedural_v2_protocol_compliance_0025,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A security specialist detects a potential unauthorized access attempt on a cloud storage service. Per standard incident response protocol, what should happen?","Isolate the affected cloud storage service, contain the unauthorized access attempt, and initiate the incident response procedure to mitigate and eradicate the threat.",0.71,
HB_EXP1_0261,procedural_v2_recipe_following_0013,procedural,recipe_following,,1.0,5,0.0,short_text,"A cookie recipe calls for 0.75 cups of milk, 1 large egg, and 1 tablespoon of butter. If you omit the egg, what adjustment should you make to the amount of milk?","Increase the amount of milk slightly, as the egg helps to bind the ingredients together.",0.71,
HB_EXP1_0262,procedural_v2_algorithm_execution_0001,procedural,algorithm_execution,,1.0,11,0.0,short_text,"Apply the first step of the merge sort algorithm to the list [1, 8, 3, 4, 6, 2, 5]. What are the two halves of the list?","[1, 8, 3, 4] and [6, 2, 5]",0.71,
HB_EXP1_0263,procedural_v2_error_recovery_0046,procedural,error_recovery,,1.0,4,0.0,short_text,"A textile mill's quality assurance system fails, allowing substandard fabrics to be packaged and shipped. What is the correct recovery action?","Immediately halt production, inspect and isolate all potentially substandard fabrics, and implement a manual quality assurance process until the system is repaired.",0.71,
HB_EXP1_0264,procedural_v2_multistep_planning_0036,procedural,multistep_planning,,1.0,4,0.0,short_text,A system administrator needs to set up a new Mercurial repository on a remote server. The server has SSH access enabled. List the correct ordered steps.,"1. Create a new directory on the server, 2. Initialize a new Mercurial repository, 3. Add the server's SSH key to the Mercurial configuration, 4. Push the local repository to the remote server",0.71,
HB_EXP1_0265,procedural_v2_protocol_compliance_0023,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A web developer is working on a collaborative project, and multiple team members are editing a shared stylesheet simultaneously. If one team member attempts to commit their changes while another team member still has the stylesheet checked out, what should the version control system do according to standard checkout protocol?",Prevent the commit action and display an error message indicating that the stylesheet is currently checked out by another team member.,0.71,
HB_EXP1_0266,procedural_v2_recipe_following_0016,procedural,recipe_following,,1.0,4,0.0,short_text,"A recipe for making sourdough bread calls for 3 cups of warm water, 3 teaspoons of active dry yeast, and 5 cups of all-purpose flour. If you reduce the amount of yeast to 2 teaspoons, what adjustment should you make to the rising time?",Increase the rising time to about 2 1/2 to 3 hours.,0.71,
HB_EXP1_0267,procedural_v2_algorithm_execution_0001,procedural,algorithm_execution,,1.0,11,0.0,short_text,"Apply the first step of the merge sort algorithm to the list [10, 5, 2, 7, 9, 1, 4]. What are the two halves of the list?","[10, 5, 2, 7] and [9, 1, 4]",0.71,
HB_EXP1_0268,procedural_v2_error_recovery_0042,procedural,error_recovery,,1.0,4,0.0,short_text,A simple database query has timed out due to an inefficient index. What should you do to recover?,Cancel the query and recreate the index.,0.71,
HB_EXP1_0269,procedural_v2_multistep_planning_0032,procedural,multistep_planning,,1.0,4,0.0,short_text,You want to set up a new user account. List the ordered steps to achieve this if you are the system administrator and the home directory is already created.,"1. Use 'useradd' to create the new user, 2. Set the user's password with 'passwd'.",0.71,
HB_EXP1_0270,procedural_v2_protocol_compliance_0023,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A research team is conducting a study and multiple researchers are editing a shared dataset simultaneously. If one researcher tries to upload changes while another researcher still has the dataset locked for editing, what should the data management system do according to standard locking protocol?",Prevent the upload action and display an error message indicating that the dataset is currently locked by another researcher for editing.,0.71,
HB_EXP1_0271,procedural_v2_recipe_following_0014,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making vegetable curry calls for 1 pound of potatoes, 2 large tomatoes, and 1 teaspoon of cumin. If you quadruple the amount of potatoes, what adjustment should you make to the amount of tomatoes and cumin?",Quadruple the amount of tomatoes and cumin.,0.71,
HB_EXP1_0272,procedural_v2_algorithm_execution_0007,procedural,algorithm_execution,,1.0,5,0.0,short_text,"Apply the first step of the radix sort algorithm to the list [135, 76, 29, 92, 351, 14, 8, 59]. What is the list after the step?","[135, 351, 8, 14, 76, 59, 29, 92]",0.71,
HB_EXP1_0273,procedural_v2_error_recovery_0040,procedural,error_recovery,,1.0,4,0.0,short_text,"A pick-and-place machine is performing an assembly task when its temperature sensor malfunctions, causing the placement head to overheat. What is the correct recovery action?",Immediately stop the machine's operation and initiate a cooling procedure to prevent damage to the placement head or surrounding equipment.,0.71,
HB_EXP1_0274,procedural_v2_multistep_planning_0039,procedural,multistep_planning,,1.0,4,0.0,short_text,"A developer needs to deploy a new Node.js application on a Linux server. The application requires Node.js 14+, but the server has Node.js 12. List the correct ordered steps.","1. Install Node.js 14+, 2. Create a new virtual environment, 3. Activate the virtual environment, 4. Install the required packages and deploy the application",0.71,
HB_EXP1_0275,procedural_v2_protocol_compliance_0026,procedural,protocol_compliance,,1.0,4,0.0,short_text,A researcher is conducting a small trial and a participant reports an issue. What should the researcher do?,Stop the trial and notify the supervisor.,0.71,
HB_EXP1_0276,procedural_v2_recipe_following_0010,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making bread dough calls for 2 cups of warm water, 4 cups of all-purpose flour, and 2 teaspoons of salt. If you substitute whole wheat flour for all-purpose flour, what adjustment should you make to the amount of water?","Increase the amount of water slightly, as whole wheat flour absorbs more water than all-purpose flour.",0.71,
HB_EXP1_0277,procedural_v2_algorithm_execution_0001,procedural,algorithm_execution,,1.0,11,0.0,short_text,"Run the first iteration of the mergesort algorithm on the array [2, 1]. What is the state of the array after this iteration?","[1, 2]",0.71,
HB_EXP1_0278,procedural_v2_error_recovery_0040,procedural,error_recovery,,1.0,4,0.0,short_text,"A 3D printer is performing a printing task when its temperature sensor malfunctions, causing the extruder to overheat. What is the correct recovery action?",Immediately stop the printer's operation and initiate a cooling procedure to prevent damage to the extruder or surrounding equipment.,0.71,
HB_EXP1_0279,procedural_v2_multistep_planning_0031,procedural,multistep_planning,,1.0,4,0.0,short_text,You need to update a database with 5 tables. What are the correct ordered steps?,"1. Create a backup of the database, 2. Apply the schema changes",0.71,
HB_EXP1_0280,procedural_v2_protocol_compliance_0029,procedural,protocol_compliance,,1.0,4,0.0,short_text,A firefighter is responding to a hazardous materials incident. What should they do first?,Establish a safety perimeter,0.71,
HB_EXP1_0281,procedural_v2_recipe_following_0014,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making lentil curry calls for 4 cups of lentils, 1 large tomato, and 2 teaspoons of cumin. If you double the amount of lentils, what adjustment should you make to the amount of tomato and cumin?",Double the amount of tomato and cumin.,0.71,
HB_EXP1_0282,procedural_v2_algorithm_execution_0007,procedural,algorithm_execution,,1.0,5,0.0,short_text,"What is the state of the array [3, 1, 2] after the first pass of the counting sort algorithm?","[1, 2, 3]",0.71,
HB_EXP1_0283,procedural_v2_error_recovery_0042,procedural,error_recovery,,1.0,4,0.0,short_text,"A laboratory's primary power source fails, and the backup power inverters have not yet kicked in. What is the correct recovery action?","Initiate an immediate shutdown of all critical equipment to prevent damage and contamination, then activate the backup power inverters to restore power.",0.71,
HB_EXP1_0284,procedural_v2_multistep_planning_0038,procedural,multistep_planning,,1.0,4,0.0,short_text,A user needs to set up a new MySQL database on a Linux server. The server has MySQL installed. List the correct ordered steps.,"1. Create a new MySQL user, 2. Create a new MySQL database, 3. Grant privileges to the user on the database",0.71,
HB_EXP1_0285,procedural_v2_protocol_compliance_0021,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A shared document is edited by multiple collaborators simultaneously, and one collaborator attempts to save revisions. Per standard file locking protocol, what should happen?",Prevent the collaborator from saving revisions and display a notification indicating that the document is locked by another collaborator.,0.71,
HB_EXP1_0286,procedural_v2_recipe_following_0014,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making shrimp scampi calls for 1 pound of shrimp, 2 large lemons, and 3 cloves of garlic. If you double the amount of shrimp, what adjustment should you make to the amount of lemons and garlic?",Double the amount of lemons and garlic.,0.71,
HB_EXP1_0287,procedural_v2_algorithm_execution_0009,procedural,algorithm_execution,,1.0,4,0.0,short_text,"Perform one step of the Floyd-Warshall algorithm on the graph with vertices I, J, K, and edges (I, J, 3), (I, K, 5), (J, K, 2) with distance matrix [[0, 3, 5], [float('inf'), 0, 2], [float('inf'), float('inf'), 0]]. What is the updated distance matrix?","[[0, 3, 5], [float('inf'), 0, 2], [float('inf'), float('inf'), 0]]",0.71,
HB_EXP1_0288,procedural_v2_error_recovery_0044,procedural,error_recovery,,1.0,4,0.0,short_text,"A water treatment plant's filtration system fails, causing untreated water to flow into the distribution network. What is the correct recovery action?","Immediately isolate the affected section of the distribution network, then activate backup filtration systems to restore safe water supply.",0.71,
HB_EXP1_0289,procedural_v2_multistep_planning_0031,procedural,multistep_planning,,1.0,4,0.0,short_text,"A new developer needs to set up their machine with the project's cloud connection and a required framework. The framework requires Go 1.17+, but the machine has Go 1.15. List the correct ordered steps.","1. Install Go 1.17+, 2. Configure the cloud connection, 3. Install the required framework",0.71,
HB_EXP1_0290,procedural_v2_protocol_compliance_0022,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A helicopter pilot detects a transmission failure during a medical transport. According to standard rotorcraft safety checklist protocol, what is the next action?","Notify air traffic control and begin the transmission failure checklist procedure, which includes configuring the helicopter for emergency landing.",0.71,
HB_EXP1_0291,procedural_v2_recipe_following_0013,procedural,recipe_following,,1.0,5,0.0,short_text,"A cake recipe requires 2 cups of water, 3 large eggs, and 1/4 cup of vegetable oil. If you omit one egg, what adjustment should you make to the amount of water?","Increase the amount of water slightly, as the eggs help to bind the ingredients together.",0.71,
HB_EXP1_0292,procedural_v2_algorithm_execution_0007,procedural,algorithm_execution,,1.0,5,0.0,short_text,"Apply the first step of the radix sort algorithm to the list [982, 117, 39, 74, 219, 11, 6, 48]. What is the list after the step?","[982, 219, 6, 11, 117, 48, 39, 74]",0.71,
HB_EXP1_0293,procedural_v2_error_recovery_0047,procedural,error_recovery,,1.0,4,0.0,short_text,"A spacecraft's navigation system fails, causing it to drift off course. What is the correct recovery action?","Activate the spacecraft's attitude control system to stabilize its orientation, then use backup navigation systems or ground control instructions to correct its course.",0.71,
HB_EXP1_0294,procedural_v2_multistep_planning_0035,procedural,multistep_planning,,1.0,4,0.0,short_text,A user needs to create a bootable USB drive for a Ubuntu Linux distribution. The user has a Ubuntu Linux ISO file and a 64GB USB drive. List the correct ordered steps.,"1. Download and install a tool like Rufus or Etcher, 2. Select the Ubuntu Linux ISO file and the 64GB USB drive, 3. Create a bootable USB drive",0.71,
HB_EXP1_0295,procedural_v2_protocol_compliance_0024,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A clinical nurse specialist receives a new medication order for a patient with a known allergy to iodine. According to standard medication administration protocol, what is the next step?",Verify the patient's allergy status and consult with the prescribing physician before administering the medication.,0.71,
HB_EXP1_0296,procedural_v2_recipe_following_0015,procedural,recipe_following,,1.0,5,0.0,short_text,"You are making a recipe that requires 3 cups of liquid. If you want to make 25% more, how many cups of liquid do you need now?",3.75,0.71,
HB_EXP1_0297,procedural_v2_algorithm_execution_0007,procedural,algorithm_execution,,1.0,5,0.0,short_text,"Apply the first step of the radix sort algorithm to the list [943, 18, 76, 432, 11, 7, 65]. What is the list after the step?","[943, 432, 7, 11, 18, 65, 76]",0.71,
HB_EXP1_0298,procedural_v2_error_recovery_0043,procedural,error_recovery,,1.0,11,0.0,short_text,A semiconductor fabrication machine is in the middle of a wafer processing run when its vacuum pump fails. What is the correct recovery action?,"Immediately terminate the wafer processing run, ensure the safety of the surrounding area, and schedule a replacement wafer processing run once the machine has been repaired or replaced.",0.71,
HB_EXP1_0299,procedural_v2_multistep_planning_0030,procedural,multistep_planning,,1.0,4,0.0,short_text,"You want to transfer a file to a remote server, but the server's SSH connection times out after 5 minutes. What can you do to achieve this?",Enable keepalive in SSH config,0.71,
HB_EXP1_0300,procedural_v2_protocol_compliance_0020,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A poison control hotline receives a call from a frantic parent whose child has ingested a toxic substance. According to the standard poison control protocol, what is the next step?","Ask the parent about the child's location and the substance ingested, and dispatch emergency services immediately if necessary, while continuing to assess the situation over the phone.",0.71,
HB_EXP1_0301,procedural_v2_recipe_following_0018,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making gumbo calls for 5 cups of seafood broth, 2 large okras, and 3 cloves of shallot. If you reduce the amount of seafood broth to 2.5 cups, what adjustment should you make to the amount of okras and shallot?","Reduce the amount of okras and shallot slightly, as the flavor will be more concentrated.",0.71,
HB_EXP1_0302,procedural_v2_algorithm_execution_0001,procedural,algorithm_execution,,1.0,11,0.0,short_text,"Apply the first step of the merge sort algorithm to the list [3, 9, 1, 6, 8, 4, 7, 2]. What are the two halves of the list?","[3, 9, 1, 6] and [8, 4, 7, 2]",0.71,
HB_EXP1_0303,procedural_v2_error_recovery_0048,procedural,error_recovery,,1.0,4,0.0,short_text,"A nuclear power plant's cooling system fails, affecting multiple reactors. What is the correct recovery action?","Immediately activate backup cooling systems, then rapidly assess and prioritize reactor operations to ensure continuous support and minimize risk to reactor safety.",0.71,
HB_EXP1_0304,procedural_v2_multistep_planning_0032,procedural,multistep_planning,,1.0,4,0.0,short_text,You want to set up a new user account with a home directory. List the ordered steps to achieve this if you are the system administrator.,"1. Use 'useradd' to create the new user, 2. Set the user's password with 'passwd', 3. Create the home directory and set permissions.",0.71,
HB_EXP1_0305,procedural_v2_protocol_compliance_0028,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A help desk technician receives a request from a user who has forgotten their login credentials. According to standard password reset protocol, what is the next step?","Verify the user's identity, reset the password according to the organization's password policy, and provide the user with temporary login credentials.",0.71,
HB_EXP1_0306,procedural_v2_recipe_following_0019,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making muffins calls for 1 1/2 cups of all-purpose flour, 1 cup of granulated sugar, and 2 teaspoons of baking powder. If you substitute cake flour for all-purpose flour, what adjustment should you make to the amount of sugar?","No adjustment needed, as cake flour does not affect the sweetness of the muffins.",0.71,
HB_EXP1_0307,procedural_v2_algorithm_execution_0001,procedural,algorithm_execution,,1.0,11,0.0,short_text,"Apply the first step of the merge sort algorithm to the list [2, 6, 1, 8, 4, 3, 5]. What are the two halves of the list?","[2, 6, 1, 8] and [4, 3, 5]",0.71,
HB_EXP1_0308,procedural_v2_error_recovery_0042,procedural,error_recovery,,1.0,4,0.0,short_text,"A manufacturing plant's main power supply fails, and the backup diesel generators have not yet started. What is the correct recovery action?","Initiate an immediate shutdown of all production machinery to prevent damage and injury, then activate the backup diesel generators to restore power.",0.71,
HB_EXP1_0309,procedural_v2_multistep_planning_0034,procedural,multistep_planning,,1.0,4,0.0,short_text,A user wants to reset their forgotten Windows 10 password. The user has a Windows 10 installation USB. List the correct ordered steps.,"1. Boot from the Windows 10 installation USB, 2. Select the 'Repair your computer' option, 3. Open the Command Prompt, 4. Use the 'net user' command to reset the password",0.71,
HB_EXP1_0310,procedural_v2_protocol_compliance_0026,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A customer submits a payment form with an expired credit card. According to standard payment processing protocol, what is the next action?","Reject the payment, display an error message to the customer, and provide options for alternative payment methods.",0.71,
HB_EXP1_0311,procedural_v2_recipe_following_0016,procedural,recipe_following,,1.0,4,0.0,short_text,"A recipe for making bread calls for 2 cups of warm water, 2 teaspoons of active dry yeast, and 3 cups of all-purpose flour. If you reduce the amount of yeast to 1 teaspoon, what adjustment should you make to the rising time?",Increase the rising time to about 1 1/2 to 2 hours.,0.71,
HB_EXP1_0312,procedural_v2_algorithm_execution_0004,procedural,algorithm_execution,,1.0,5,0.0,short_text,"Apply the first step of the insertion sort algorithm to the array [7, 5, 9, 3]. What is the array after the step?","[5, 7, 9, 3]",0.71,
HB_EXP1_0313,procedural_v2_error_recovery_0046,procedural,error_recovery,,1.0,4,0.0,short_text,"An electronics factory's inspection system fails, allowing faulty devices to be packaged and shipped. What is the correct recovery action?","Immediately halt production, inspect and isolate all potentially faulty devices, and implement a manual inspection process until the system is repaired.",0.71,
HB_EXP1_0314,procedural_v2_multistep_planning_0033,procedural,multistep_planning,,1.0,4,0.0,short_text,Your Python program requires the NumPy library. You have pip installed. What's the next step?,Run 'pip install numpy',0.71,
HB_EXP1_0315,procedural_v2_protocol_compliance_0026,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A donor submits a donation form with an invalid bank account number. According to standard donation processing protocol, what is the next action?","Reject the donation, display an error message to the donor, and provide options for correcting the bank account information or alternative payment methods.",0.71,
HB_EXP1_0316,procedural_v2_recipe_following_0018,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making braise calls for 9 cups of red wine, 4 large mushrooms, and 5 cloves of thyme. If you reduce the amount of red wine to 4.5 cups, what adjustment should you make to the amount of mushrooms and thyme?","Reduce the amount of mushrooms and thyme slightly, as the flavor will be more concentrated.",0.71,
HB_EXP1_0317,procedural_v2_algorithm_execution_0009,procedural,algorithm_execution,,1.0,4,0.0,short_text,"Perform one step of the Floyd-Warshall algorithm on the graph with vertices X, Y, Z, and edges (X, Y, 5), (X, Z, 3), (Y, Z, 2) with distance matrix [[0, 5, 3], [float('inf'), 0, 2], [float('inf'), float('inf'), 0]]. What is the updated distance matrix?","[[0, 5, 3], [float('inf'), 0, 2], [float('inf'), float('inf'), 0]]",0.71,
HB_EXP1_0318,procedural_v2_error_recovery_0047,procedural,error_recovery,,1.0,4,0.0,short_text,"An aircraft's autopilot system fails, causing it to lose its altitude. What is the correct recovery action?","Activate the aircraft's autopilot backup system to stabilize its altitude, then use backup navigation systems or air traffic control instructions to correct its altitude.",0.71,
HB_EXP1_0319,procedural_v2_multistep_planning_0035,procedural,multistep_planning,,1.0,4,0.0,short_text,You need to protect a document. List the correct steps to add a password to the document.,"1. Open the document, 2. Add a password to the document.",0.71,
HB_EXP1_0320,procedural_v2_protocol_compliance_0020,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A call is received from a resident in a high-rise building, and the resident reports severe smoke inhalation due to a fire on their floor. According to the standard high-rise emergency protocol, what is the next step?","Ask the resident about their location and dispatch the fire department immediately, while continuing to assess the situation over the phone.",0.71,
HB_EXP1_0321,social_v2_implicature_0001,social,implicature,,1.0,13,0.0,short_text,"When asked about a classmate's new fashion style, someone says 'It's definitely a new look.' What do they likely mean?",They probably don't like the new fashion style.,0.71,
HB_EXP1_0322,social_v2_pragmatic_inference_0025,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can I call you back? B: I won't be available for a few days. What should A do?,Call B as soon as possible or ask for a different contact method,0.71,
HB_EXP1_0323,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,"Emma wants to play with a doll, but it's under a pile of blocks. What does Emma want to do with the doll?",Play with it,0.71,
HB_EXP1_0324,social_v2_implicature_0003,social,implicature,,1.0,12,0.0,short_text,A roommate asks to borrow your video game and you say 'I'm not sure where the controller is.' What do you likely mean?,You are unwilling to lend it to them.,0.71,
HB_EXP1_0325,social_v2_pragmatic_inference_0025,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you know the time? B: I don't have a watch. What should A do?,Check a nearby clock or ask someone else,0.71,
HB_EXP1_0326,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,"Liam wants to play with a ball, but it's under a pile of toys. What does Liam want to do with the ball?",Play with it.,0.71,
HB_EXP1_0327,social_v2_implicature_0006,social,implicature,,1.0,4,0.0,short_text,A neighbor is asked about their home renovation and responds with 'We're working on it.' What do they likely mean?,The home renovation is behind schedule.,0.71,
HB_EXP1_0328,social_v2_pragmatic_inference_0021,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you have a schedule? B: I have a train app. What should A do?,Ask B to check the train app for the schedule,0.71,
HB_EXP1_0329,social_v2_theory_of_mind_0013,social,theory_of_mind,,1.0,5,0.0,short_text,"Julian's supervisor informed him that the company's training session is in the boardroom. Later, the session was relocated to the break room without Julian's knowledge. Where does Julian think the training session is?",In the boardroom,0.71,
HB_EXP1_0330,social_v2_implicature_0005,social,implicature,,1.0,5,0.0,short_text,A colleague asks for your honest opinion on their new investment strategy and you say 'It's... optimistic.' What do you likely mean?,You think the strategy is unlikely to succeed.,0.71,
HB_EXP1_0331,social_v2_pragmatic_inference_0027,social,pragmatic_inference,,1.0,5,0.0,short_text,"A invites B to dinner. B says, 'I don't have a car to drive to your house.' What should A do?",Offer to pick B up or meet at a restaurant.,0.71,
HB_EXP1_0332,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Ben thinks it's going to rain tomorrow because he saw dark clouds. What does Ben think the weather will be like tomorrow?,Rainy.,0.71,
HB_EXP1_0333,social_v2_implicature_0008,social,implicature,,1.0,4,0.0,short_text,"Your teacher asks if you're enjoying the class, and you say 'It's okay, I suppose.' What do you likely mean?","You're not really enjoying the class, but you don't want to be rude.",0.71,
HB_EXP1_0334,social_v2_pragmatic_inference_0025,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you know the weather forecast? B: I don't have a newspaper. What should A do?,Check a nearby weather report or ask someone else for the forecast,0.71,
HB_EXP1_0335,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Michael thinks it's going to be stormy tomorrow because he saw dark clouds. What does Michael think the weather will be like tomorrow?,Stormy,0.71,
HB_EXP1_0336,social_v2_implicature_0008,social,implicature,,1.0,4,0.0,short_text,A friend asks to borrow money and you say 'I'm on a tight budget right now.' What do you likely mean?,You are unwilling to lend them money.,0.71,
HB_EXP1_0337,social_v2_pragmatic_inference_0024,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can you walk my dog for me? B: I'm not a dog walker. What should A do?,Walk the dog themselves or ask someone else,0.71,
HB_EXP1_0338,social_v2_theory_of_mind_0013,social,theory_of_mind,,1.0,5,0.0,short_text,"Lily left her bag on the chair before going to the bathroom. When she comes back, where will she look for the bag?",On the chair,0.71,
HB_EXP1_0339,social_v2_implicature_0002,social,implicature,,1.0,11,0.0,short_text,A business owner is asked about their annual revenue and responds with 'We're doing fine.' What do they likely mean?,They are unwilling to disclose their annual revenue.,0.71,
HB_EXP1_0340,social_v2_pragmatic_inference_0025,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you know the number for the pizza place? B: I don't have a phonebook. What should A do?,Check a nearby phone directory or ask someone else for the number,0.71,
HB_EXP1_0341,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Lily thinks it's going to be windy this afternoon because she saw trees swaying. What does Lily think the weather will be like this afternoon?,Windy,0.71,
HB_EXP1_0342,social_v2_implicature_0007,social,implicature,,1.0,5,0.0,short_text,"Your friend asks if you want to play a game, and you say 'I don't feel like it.' What do you likely mean?","You don't want to play the game, but are making it sound like it's due to a lack of enthusiasm.",0.71,
HB_EXP1_0343,social_v2_pragmatic_inference_0022,social,pragmatic_inference,,1.0,5,0.0,short_text,Do you think you could help me move this piano?,Find someone else to help or move the piano themselves,0.71,
HB_EXP1_0344,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,Noah wants to buy a new toy. His mom said it's at the toy store. Where does Noah think he can buy the toy?,At the toy store,0.71,
HB_EXP1_0345,social_v2_implicature_0009,social,implicature,,1.0,5,0.0,short_text,"When asked about a proposed law, someone says 'It's an intriguing concept.' What do they likely mean?",They probably have doubts about the law's enforceability.,0.71,
HB_EXP1_0346,social_v2_pragmatic_inference_0020,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can you turn on the air conditioner? B: I'm not near the remote. What should A do?,Get up and turn on the air conditioner themselves,0.71,
HB_EXP1_0347,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Julian wants to surprise his sister with a new toy. He asks his mom to keep the toy in the playroom until he's ready to surprise her. Where does Julian think the toy is?,In the playroom,0.71,
HB_EXP1_0348,social_v2_implicature_0002,social,implicature,,1.0,11,0.0,short_text,An executive is asked about their bonus structure and responds with 'It's under control.' What do they likely mean?,They are unwilling to disclose their bonus structure.,0.71,
HB_EXP1_0349,social_v2_pragmatic_inference_0022,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you want to meet now? B: I have a meeting now. What should A do?,Suggest a different time later.,0.71,
HB_EXP1_0350,social_v2_theory_of_mind_0013,social,theory_of_mind,,1.0,5,0.0,short_text,"Ethan left his phone on a table before going to the kitchen. When he comes back, where will he look for the phone?",On the table,0.71,
HB_EXP1_0351,social_v2_implicature_0000,social,implicature,,1.0,13,0.0,short_text,"A roommate asks if you can help them with a project due tomorrow, and you say 'I have a lot on my plate right now.' What do you likely mean?",You are unlikely to be able to help them with the project.,0.71,
HB_EXP1_0352,social_v2_pragmatic_inference_0029,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can you help me with my art portfolio? B: I have a commission to finish by the end of the week. What should A do?,Ask if B can help after their commission is complete or find someone else to help.,0.71,
HB_EXP1_0353,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,David thinks it's going to be cloudy next Monday because he saw a low-pressure system on the news. What does David think the weather will be like next Monday?,Cloudy,0.71,
HB_EXP1_0354,social_v2_implicature_0003,social,implicature,,1.0,12,0.0,short_text,A roommate asks to borrow some electronics and you say 'I'm not sure if they're in working condition.' What do you likely mean?,You are unwilling to lend them the electronics.,0.71,
HB_EXP1_0355,social_v2_pragmatic_inference_0009,social,pragmatic_inference,,1.0,13,0.0,short_text,A: Can I use your book? B: It's on the table. What should A do?,Look on the table for the book.,0.71,
HB_EXP1_0356,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Emily wants to surprise her mom with a bouquet of flowers. She asks her dad to keep the flowers in the garage until she's ready to surprise her. Where does Emily think the flowers are?,In the garage,0.71,
HB_EXP1_0357,social_v2_implicature_0008,social,implicature,,1.0,4,0.0,short_text,"Someone asks if you're happy with your room, and you say 'It's okay.' What do you likely mean?","You're not really happy with your room, but you don't want to complain.",0.71,
HB_EXP1_0358,social_v2_pragmatic_inference_0023,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can I use your laptop? B: It's out of battery. What should A do?,Look for another laptop or a charger,0.71,
HB_EXP1_0359,social_v2_theory_of_mind_0013,social,theory_of_mind,,1.0,5,0.0,short_text,"Ava put her book on a shelf before leaving the room. When she comes back, where will she look for the book?",On the shelf.,0.71,
HB_EXP1_0360,social_v2_implicature_0007,social,implicature,,1.0,5,0.0,short_text,"A friend invites you to a movie tonight, and you say 'I'm tired.' What do you likely mean?","You don't want to go to the movie, but are saying you're tired as an excuse.",0.71,
HB_EXP1_0361,social_v2_pragmatic_inference_0024,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can you help me with my math homework? B: I'm not a math teacher. What should A do?,Do the homework themselves or ask someone else,0.71,
HB_EXP1_0362,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,Noah wants to buy a book. His friend told him it's at the library. Where does Noah think he can buy the book?,At the library,0.71,
HB_EXP1_0363,social_v2_implicature_0006,social,implicature,,1.0,4,0.0,short_text,A friend is asked about their moving plans and responds with 'We're on it.' What do they likely mean?,The moving plans are behind schedule.,0.71,
