item_id,question_id,correct_answer,answer_type,domain
HB_EXP1_0502,temporal_v2_temporal_paradoxes_0040,"Let's say the daughter's age two years ago was x. Then the woman's age two years ago was x + 5. Now the woman's age is x + 5 + 2, and the daughter's age is x + 2. So now the woman is x + 5 + 2, and the daughter is x + 2, which means the woman is 3 years older than her daughter (x + 5 + 2 = x + 7, x + 7 - x - 2 = 5, but since the daughter is 2 years older now, and the woman is 5 years older now, then 5 - 2 = 3).",short_text,temporal
HB_EXP1_0503,temporal_v2_ordering_events_0006,"first episode of 'The Simpsons' aired, then Tim Berners-Lee invented the World Wide Web, and first text message sent",short_text,temporal
HB_EXP1_0504,temporal_v2_temporal_paradoxes_0042,One coin is a nickel and the other coin is a nickel.,short_text,temporal
HB_EXP1_0505,temporal_v2_ordering_events_0002,first Broadway musical,short_text,temporal
HB_EXP1_0506,temporal_v2_temporal_paradoxes_0042,No,short_text,temporal
HB_EXP1_0507,temporal_v2_ordering_events_0006,"IBM introduces the first PC, then first Apple iPod released, then Human Genome Project completed",short_text,temporal
HB_EXP1_0508,temporal_v2_temporal_paradoxes_0041,"No, the tree would not have existed yet in 2005.",short_text,temporal
HB_EXP1_0509,temporal_v2_ordering_events_0002,first commercial jet airliner flight and first successful polio vaccine,short_text,temporal
HB_EXP1_0510,temporal_v2_temporal_paradoxes_0017,"Yes, if the first play occurred 3 days ago and the second play occurred 1 day before that, then the second play occurred 4 days ago.",short_text,temporal
HB_EXP1_0511,temporal_v2_ordering_events_0002,first robotic spacecraft to land on Venus,short_text,temporal
HB_EXP1_0512,temporal_v2_temporal_paradoxes_0042,No,short_text,temporal
