item_id,question_id,domain,subcategory,difficulty,empirical_hardness,empirical_hardness_obs,empirical_accuracy,answer_type,question_text
HB_EXP1_0308,procedural_v2_error_recovery_0042,procedural,error_recovery,,1.0,4,0.0,short_text,"A manufacturing plant's main power supply fails, and the backup diesel generators have not yet started. What is the correct recovery action?"
HB_EXP1_0309,procedural_v2_multistep_planning_0034,procedural,multistep_planning,,1.0,4,0.0,short_text,A user wants to reset their forgotten Windows 10 password. The user has a Windows 10 installation USB. List the correct ordered steps.
HB_EXP1_0310,procedural_v2_protocol_compliance_0026,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A customer submits a payment form with an expired credit card. According to standard payment processing protocol, what is the next action?"
HB_EXP1_0311,procedural_v2_recipe_following_0016,procedural,recipe_following,,1.0,4,0.0,short_text,"A recipe for making bread calls for 2 cups of warm water, 2 teaspoons of active dry yeast, and 3 cups of all-purpose flour. If you reduce the amount of yeast to 1 teaspoon, what adjustment should you make to the rising time?"
HB_EXP1_0312,procedural_v2_algorithm_execution_0004,procedural,algorithm_execution,,1.0,5,0.0,short_text,"Apply the first step of the insertion sort algorithm to the array [7, 5, 9, 3]. What is the array after the step?"
HB_EXP1_0313,procedural_v2_error_recovery_0046,procedural,error_recovery,,1.0,4,0.0,short_text,"An electronics factory's inspection system fails, allowing faulty devices to be packaged and shipped. What is the correct recovery action?"
HB_EXP1_0314,procedural_v2_multistep_planning_0033,procedural,multistep_planning,,1.0,4,0.0,short_text,Your Python program requires the NumPy library. You have pip installed. What's the next step?
HB_EXP1_0315,procedural_v2_protocol_compliance_0026,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A donor submits a donation form with an invalid bank account number. According to standard donation processing protocol, what is the next action?"
HB_EXP1_0316,procedural_v2_recipe_following_0018,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making braise calls for 9 cups of red wine, 4 large mushrooms, and 5 cloves of thyme. If you reduce the amount of red wine to 4.5 cups, what adjustment should you make to the amount of mushrooms and thyme?"
HB_EXP1_0317,procedural_v2_algorithm_execution_0009,procedural,algorithm_execution,,1.0,4,0.0,short_text,"Perform one step of the Floyd-Warshall algorithm on the graph with vertices X, Y, Z, and edges (X, Y, 5), (X, Z, 3), (Y, Z, 2) with distance matrix [[0, 5, 3], [float('inf'), 0, 2], [float('inf'), float('inf'), 0]]. What is the updated distance matrix?"
HB_EXP1_0318,procedural_v2_error_recovery_0047,procedural,error_recovery,,1.0,4,0.0,short_text,"An aircraft's autopilot system fails, causing it to lose its altitude. What is the correct recovery action?"
HB_EXP1_0319,procedural_v2_multistep_planning_0035,procedural,multistep_planning,,1.0,4,0.0,short_text,You need to protect a document. List the correct steps to add a password to the document.
HB_EXP1_0320,procedural_v2_protocol_compliance_0020,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A call is received from a resident in a high-rise building, and the resident reports severe smoke inhalation due to a fire on their floor. According to the standard high-rise emergency protocol, what is the next step?"
HB_EXP1_0321,social_v2_implicature_0001,social,implicature,,1.0,13,0.0,short_text,"When asked about a classmate's new fashion style, someone says 'It's definitely a new look.' What do they likely mean?"
HB_EXP1_0322,social_v2_pragmatic_inference_0025,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can I call you back? B: I won't be available for a few days. What should A do?
HB_EXP1_0323,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,"Emma wants to play with a doll, but it's under a pile of blocks. What does Emma want to do with the doll?"
HB_EXP1_0324,social_v2_implicature_0003,social,implicature,,1.0,12,0.0,short_text,A roommate asks to borrow your video game and you say 'I'm not sure where the controller is.' What do you likely mean?
HB_EXP1_0325,social_v2_pragmatic_inference_0025,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you know the time? B: I don't have a watch. What should A do?
HB_EXP1_0326,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,"Liam wants to play with a ball, but it's under a pile of toys. What does Liam want to do with the ball?"
HB_EXP1_0327,social_v2_implicature_0006,social,implicature,,1.0,4,0.0,short_text,A neighbor is asked about their home renovation and responds with 'We're working on it.' What do they likely mean?
HB_EXP1_0328,social_v2_pragmatic_inference_0021,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you have a schedule? B: I have a train app. What should A do?
HB_EXP1_0329,social_v2_theory_of_mind_0013,social,theory_of_mind,,1.0,5,0.0,short_text,"Julian's supervisor informed him that the company's training session is in the boardroom. Later, the session was relocated to the break room without Julian's knowledge. Where does Julian think the training session is?"
HB_EXP1_0330,social_v2_implicature_0005,social,implicature,,1.0,5,0.0,short_text,A colleague asks for your honest opinion on their new investment strategy and you say 'It's... optimistic.' What do you likely mean?
HB_EXP1_0331,social_v2_pragmatic_inference_0027,social,pragmatic_inference,,1.0,5,0.0,short_text,"A invites B to dinner. B says, 'I don't have a car to drive to your house.' What should A do?"
HB_EXP1_0332,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Ben thinks it's going to rain tomorrow because he saw dark clouds. What does Ben think the weather will be like tomorrow?
HB_EXP1_0333,social_v2_implicature_0008,social,implicature,,1.0,4,0.0,short_text,"Your teacher asks if you're enjoying the class, and you say 'It's okay, I suppose.' What do you likely mean?"
HB_EXP1_0334,social_v2_pragmatic_inference_0025,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you know the weather forecast? B: I don't have a newspaper. What should A do?
HB_EXP1_0335,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Michael thinks it's going to be stormy tomorrow because he saw dark clouds. What does Michael think the weather will be like tomorrow?
HB_EXP1_0336,social_v2_implicature_0008,social,implicature,,1.0,4,0.0,short_text,A friend asks to borrow money and you say 'I'm on a tight budget right now.' What do you likely mean?
HB_EXP1_0337,social_v2_pragmatic_inference_0024,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can you walk my dog for me? B: I'm not a dog walker. What should A do?
HB_EXP1_0338,social_v2_theory_of_mind_0013,social,theory_of_mind,,1.0,5,0.0,short_text,"Lily left her bag on the chair before going to the bathroom. When she comes back, where will she look for the bag?"
HB_EXP1_0339,social_v2_implicature_0002,social,implicature,,1.0,11,0.0,short_text,A business owner is asked about their annual revenue and responds with 'We're doing fine.' What do they likely mean?
HB_EXP1_0340,social_v2_pragmatic_inference_0025,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you know the number for the pizza place? B: I don't have a phonebook. What should A do?
HB_EXP1_0341,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Lily thinks it's going to be windy this afternoon because she saw trees swaying. What does Lily think the weather will be like this afternoon?
HB_EXP1_0342,social_v2_implicature_0007,social,implicature,,1.0,5,0.0,short_text,"Your friend asks if you want to play a game, and you say 'I don't feel like it.' What do you likely mean?"
HB_EXP1_0343,social_v2_pragmatic_inference_0022,social,pragmatic_inference,,1.0,5,0.0,short_text,Do you think you could help me move this piano?
HB_EXP1_0344,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,Noah wants to buy a new toy. His mom said it's at the toy store. Where does Noah think he can buy the toy?
HB_EXP1_0345,social_v2_implicature_0009,social,implicature,,1.0,5,0.0,short_text,"When asked about a proposed law, someone says 'It's an intriguing concept.' What do they likely mean?"
HB_EXP1_0346,social_v2_pragmatic_inference_0020,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can you turn on the air conditioner? B: I'm not near the remote. What should A do?
HB_EXP1_0347,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Julian wants to surprise his sister with a new toy. He asks his mom to keep the toy in the playroom until he's ready to surprise her. Where does Julian think the toy is?
HB_EXP1_0348,social_v2_implicature_0002,social,implicature,,1.0,11,0.0,short_text,An executive is asked about their bonus structure and responds with 'It's under control.' What do they likely mean?
HB_EXP1_0349,social_v2_pragmatic_inference_0022,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you want to meet now? B: I have a meeting now. What should A do?
HB_EXP1_0350,social_v2_theory_of_mind_0013,social,theory_of_mind,,1.0,5,0.0,short_text,"Ethan left his phone on a table before going to the kitchen. When he comes back, where will he look for the phone?"
HB_EXP1_0351,social_v2_implicature_0000,social,implicature,,1.0,13,0.0,short_text,"A roommate asks if you can help them with a project due tomorrow, and you say 'I have a lot on my plate right now.' What do you likely mean?"
HB_EXP1_0352,social_v2_pragmatic_inference_0029,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can you help me with my art portfolio? B: I have a commission to finish by the end of the week. What should A do?
HB_EXP1_0353,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,David thinks it's going to be cloudy next Monday because he saw a low-pressure system on the news. What does David think the weather will be like next Monday?
HB_EXP1_0354,social_v2_implicature_0003,social,implicature,,1.0,12,0.0,short_text,A roommate asks to borrow some electronics and you say 'I'm not sure if they're in working condition.' What do you likely mean?
HB_EXP1_0355,social_v2_pragmatic_inference_0009,social,pragmatic_inference,,1.0,13,0.0,short_text,A: Can I use your book? B: It's on the table. What should A do?
HB_EXP1_0356,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Emily wants to surprise her mom with a bouquet of flowers. She asks her dad to keep the flowers in the garage until she's ready to surprise her. Where does Emily think the flowers are?
HB_EXP1_0357,social_v2_implicature_0008,social,implicature,,1.0,4,0.0,short_text,"Someone asks if you're happy with your room, and you say 'It's okay.' What do you likely mean?"
HB_EXP1_0358,social_v2_pragmatic_inference_0023,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can I use your laptop? B: It's out of battery. What should A do?
HB_EXP1_0359,social_v2_theory_of_mind_0013,social,theory_of_mind,,1.0,5,0.0,short_text,"Ava put her book on a shelf before leaving the room. When she comes back, where will she look for the book?"
HB_EXP1_0360,social_v2_implicature_0007,social,implicature,,1.0,5,0.0,short_text,"A friend invites you to a movie tonight, and you say 'I'm tired.' What do you likely mean?"
HB_EXP1_0361,social_v2_pragmatic_inference_0024,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can you help me with my math homework? B: I'm not a math teacher. What should A do?
HB_EXP1_0362,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,Noah wants to buy a book. His friend told him it's at the library. Where does Noah think he can buy the book?
HB_EXP1_0363,social_v2_implicature_0006,social,implicature,,1.0,4,0.0,short_text,A friend is asked about their moving plans and responds with 'We're on it.' What do they likely mean?
HB_EXP1_0364,social_v2_pragmatic_inference_0020,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you want to go to the park? B: It's raining. What should A do?
HB_EXP1_0365,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Emily thinks it's going to snow tomorrow because she saw dark clouds. What does Emily think the weather will be like tomorrow?
HB_EXP1_0366,social_v2_implicature_0004,social,implicature,,1.0,5,0.0,short_text,"When asked if they're attending a wedding, someone says 'I have a scheduling conflict.' What do they likely mean?"
HB_EXP1_0367,social_v2_pragmatic_inference_0028,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you want to go to the park? B: I have to study. What should A do?
HB_EXP1_0368,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,Noah wants to buy a pencil. His teacher said it's in the school store. Where does Noah think he can buy the pencil?
HB_EXP1_0369,social_v2_implicature_0005,social,implicature,,1.0,5,0.0,short_text,A neighbor asks for your honest opinion on their new gardening idea and you say 'It's... enterprising.' What do you likely mean?
HB_EXP1_0370,social_v2_pragmatic_inference_0022,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you want to meet at 3 pm? B: I have a class until 3 pm. What should A do?
HB_EXP1_0371,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,"Ethan wants to read a book, but it's under a pile of blankets. What does Ethan want to do with the book?"
HB_EXP1_0372,social_v2_implicature_0005,social,implicature,,1.0,5,0.0,short_text,A colleague asks for your honest opinion on their new project proposal and you say 'It's... innovative.' What do you likely mean?
HB_EXP1_0373,social_v2_pragmatic_inference_0027,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can you help me lift this piano? B: I'm studying for an exam. What should A do?
HB_EXP1_0374,social_v2_theory_of_mind_0014,social,theory_of_mind,,1.0,5,0.0,short_text,Noah wants to buy a book. He remembers his mom saying the bookstore has it. Where does Noah think he can buy the book?
HB_EXP1_0375,social_v2_implicature_0001,social,implicature,,1.0,13,0.0,short_text,"When asked about a neighbor's new garden, someone says 'It's quite a transformation.' What do they likely mean?"
HB_EXP1_0376,social_v2_pragmatic_inference_0023,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Can you help me on Saturday? B: I have a family event. What should A do?
HB_EXP1_0377,social_v2_theory_of_mind_0013,social,theory_of_mind,,1.0,5,0.0,short_text,"Sophia placed her wallet on the nightstand before going to sleep. When she wakes up, where will she look for the wallet?"
HB_EXP1_0378,social_v2_implicature_0006,social,implicature,,1.0,4,0.0,short_text,A manager is asked about the status of a new product launch and responds with 'We're getting there.' What do they likely mean?
HB_EXP1_0379,social_v2_pragmatic_inference_0028,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you have a ruler? B: I only have a measuring tape. What should A do?
HB_EXP1_0380,social_v2_theory_of_mind_0013,social,theory_of_mind,,1.0,5,0.0,short_text,"Sophia's instructor told her that the art class will be held in the studio. Later, the class was moved to the library without Sophia's knowledge. Where does Sophia think the art class is?"
HB_EXP1_0381,social_v2_implicature_0006,social,implicature,,1.0,4,0.0,short_text,A friend is asked about their wedding plans and responds with 'We're making progress.' What do they likely mean?
HB_EXP1_0382,social_v2_pragmatic_inference_0024,social,pragmatic_inference,,1.0,5,0.0,short_text,A: Do you want to play basketball? B: I'm too tired. What should A do?
HB_EXP1_0383,social_v2_theory_of_mind_0011,social,theory_of_mind,,1.0,5,0.0,short_text,Michael thinks it's going to be sunny on Saturday because he saw clear skies. What does Michael think the weather will be like on Saturday?
HB_EXP1_0384,social_v2_implicature_0004,social,implicature,,1.0,5,0.0,short_text,"When asked if they're going to a wedding, someone says 'I have a family obligation.' What do they likely mean?"
HB_EXP1_0385,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square picture frame has a perimeter of 36 cm. What is the length of one side?
HB_EXP1_0386,spatial_v2_3d_visualization_0016,spatial,3d_visualization,,1.0,10,0.0,exact_numeric,A 2-block tower is built with 2 blocks stacked horizontally to the east. Each block is a 1x1 rectangle. How many visible sides does the tower have?
HB_EXP1_0387,spatial_v2_distance_direction_0013,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Jack is east of Ryan. Who is furthest west?
HB_EXP1_0388,spatial_v2_relative_positioning_0010,spatial,relative_positioning,,1.0,4,0.0,short_text,The book is left of the pencil. What is between the book and the pencil?
HB_EXP1_0389,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A 90-degree clockwise rotation is applied to a sign pointing towards the southwest. Which direction does the sign now point?
HB_EXP1_0390,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square picture frame has a perimeter of 24 inches. What is the length of one side?
HB_EXP1_0391,spatial_v2_3d_visualization_0017,spatial,3d_visualization,,0.9,10,0.1,exact_numeric,"A rectangle has dimensions 2x1. If it is composed of unit squares, how many squares are visible when viewed from the outside?"
HB_EXP1_0392,spatial_v2_distance_direction_0013,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Ava is east of Noah. Noah is east of Julian. Who is furthest west?
HB_EXP1_0393,spatial_v2_relative_positioning_0008,spatial,relative_positioning,,0.6363636363636364,11,0.36363636363636365,short_text,The book is above the lamp. What is below the lamp?
HB_EXP1_0394,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A westward-facing compass needle is rotated 90 degrees clockwise. Which direction does it now face?
HB_EXP1_0395,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square has a side length of 3 units. What is the area of the square?
HB_EXP1_0396,spatial_v2_3d_visualization_0018,spatial,3d_visualization,,0.6666666666666667,9,0.3333333333333333,exact_numeric,A 2x2 rectangle is divided into 4 unit squares. How many of these unit squares are visible when the rectangle is viewed from the outside?
HB_EXP1_0397,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,A stove is placed south of a refrigerator. The refrigerator is south of a sink. Which piece of furniture is furthest north?
HB_EXP1_0398,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The ball is left of the box. What is between the ball and the box if the box is on the right?
HB_EXP1_0399,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A 90-degree clockwise rotation is applied to an arrow pointing down. Which direction does the arrow now point?
HB_EXP1_0400,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square tile has a perimeter of 16 cm. What is the length of one side?
HB_EXP1_0401,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A rectangle with a length of 2 units and a width of 1 unit has how many unit squares on its surface?
HB_EXP1_0402,spatial_v2_distance_direction_0013,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Jack is west of Ryan. Who is furthest west?
HB_EXP1_0403,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The book is below the shelf. The vase is above the shelf. What is between the book and the vase?
HB_EXP1_0404,spatial_v2_spatial_transformation_0015,spatial,spatial_transformation,,0.8,5,0.2,short_text,An L-shape pointing downwards and to the right is turned around to face the opposite direction. Which direction does the top of the L-shape now point?
HB_EXP1_0405,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A rectangle has a perimeter of 80 cm. What is the length of one side if all sides are equal?
HB_EXP1_0406,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 1×3×1 arrangement of unit cubes has how many unit cubes?
HB_EXP1_0407,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,A sofa is placed west of an armchair. The armchair is west of a coffee table. Which piece of furniture is furthest east?
HB_EXP1_0408,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The toy is left of the block. The block is not between the toy and what?
HB_EXP1_0409,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A 90-degree clockwise rotation is applied to a compass needle initially pointing towards the east. Which direction does the compass needle now point?
HB_EXP1_0410,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square garden has a perimeter of 60 meters. What is the length of one side?
HB_EXP1_0411,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A triangle with a base of 2 units and a height of 1 unit has how many unit triangles on its surface?
HB_EXP1_0412,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,A bed is placed north of a nightstand. The nightstand is north of a wardrobe. Which piece of furniture is furthest south?
HB_EXP1_0413,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The toy car is below the block. The toy truck is above the block. What is between the toy car and the toy truck?
HB_EXP1_0414,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A 90-degree clockwise rotation is applied to an arrow pointing left. Which direction does the arrow now point?
HB_EXP1_0415,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A rectangle has a length of 2 units and a width of 2 units. What is the area of the rectangle?
HB_EXP1_0416,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 1×1×2 arrangement of unit cubes has how many unit cubes?
HB_EXP1_0417,spatial_v2_distance_direction_0013,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Emily is west of Ryan. Ryan is west of Olivia. Who is furthest east?
HB_EXP1_0418,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The book is right of the chair. What is between the book and the chair?
HB_EXP1_0419,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A northward-pointing ski slope sign is rotated 90 degrees clockwise. Which direction does it now point?
HB_EXP1_0420,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square has a perimeter of 40 cm. What is the length of one side?
HB_EXP1_0421,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 2x1 rectangle has how many unit squares on its surface?
HB_EXP1_0422,spatial_v2_distance_direction_0013,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Lily is north of Ben. Ben is north of Alex. Who is furthest south?
HB_EXP1_0423,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The bicycle is below the bridge. The airplane is above the bridge. What is between the bicycle and the airplane?
HB_EXP1_0424,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A 90-degree counterclockwise rotation is applied to an arrow pointing right. Which direction does the arrow now point?
HB_EXP1_0425,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square plot of land has a perimeter of 80 yards. What is the length of one side?
HB_EXP1_0426,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 1×2×1 arrangement of unit cubes has how many unit cubes?
HB_EXP1_0427,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,A shelf is placed north of a file cabinet. The file cabinet is north of a printer. Which piece of furniture is furthest south?
HB_EXP1_0428,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The submarine is below the buoy. The ship is above the buoy. What is between the submarine and the ship?
HB_EXP1_0429,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A 90-degree clockwise rotation is applied to a pointer initially facing northwest. Which direction does the pointer now face?
HB_EXP1_0430,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A triangle has a base of 3 units and a height of 2 units. What is the area of the triangle?
HB_EXP1_0431,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 2×1×1 arrangement of unit cubes has how many unit cubes?
HB_EXP1_0432,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,A bookshelf is placed east of a cabinet. The cabinet is east of a wardrobe. Which piece of furniture is furthest west?
HB_EXP1_0433,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The basketball is below the hoop. The volleyball is above the hoop. What is between the basketball and the volleyball?
HB_EXP1_0434,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,0.8,5,0.2,short_text,A left-pointing finger is rotated 90 degrees clockwise. Which direction does it now point?
HB_EXP1_0435,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A rectangle has a perimeter of 64 cm. What is the length of one side if all sides are equal?
HB_EXP1_0436,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 1×2×2 arrangement of unit cubes has how many unit cubes?
HB_EXP1_0437,spatial_v2_distance_direction_0013,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Jack is east of Ryan. Who is west of Ryan?
HB_EXP1_0438,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The pencil is right of the paper. What is between the pencil and the paper if the paper is on the left?
HB_EXP1_0439,spatial_v2_spatial_transformation_0012,spatial,spatial_transformation,,0.6666666666666667,12,0.3333333333333333,short_text,An L-shape pointing upwards is mirrored horizontally. Which direction does the bottom of the L-shape now point?
HB_EXP1_0440,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square has a perimeter of 24 inches. What is the length of one side?
HB_EXP1_0441,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 1x2 rectangle has how many unit squares on its surface?
HB_EXP1_0442,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,Ava is standing behind Olivia. Olivia is standing behind Ethan. Who is standing in the front?
HB_EXP1_0443,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,0.6153846153846154,13,0.38461538461538464,short_text,The piano is below the stage. The spotlight is above the stage. What is between the piano and the spotlight?
HB_EXP1_0444,spatial_v2_spatial_transformation_0031,spatial,spatial_transformation,,0.6,10,0.4,short_text,A line on a graph pointing down is rotated 90 degrees counterclockwise. Which direction does it now point?
HB_EXP1_0445,spatial_v2_2d_geometry_0009,spatial,2d_geometry,,0.5454545454545454,11,0.45454545454545453,exact_numeric,A square room has a perimeter of 48 feet. What is the length of one side?
HB_EXP1_0446,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,0.5833333333333333,12,0.4166666666666667,exact_numeric,A 1×4×1 arrangement of unit cubes has how many unit cubes?
HB_EXP1_0447,spatial_v2_distance_direction_0018,spatial,distance_direction,,0.5384615384615384,13,0.46153846153846156,short_text,The red car is parked to the left of the blue car. The blue car is parked to the left of the green car. Which car is furthest to the right?
HB_EXP1_0448,spatial_v2_spatial_transformation_0031,spatial,spatial_transformation,,0.6,10,0.4,short_text,A laser beam pointing south is rotated 90 degrees counterclockwise. Which direction does it now point?
HB_EXP1_0449,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: dissolution of Yugoslavia (1991), fall of the Soviet Union (1991), and the end of the Gulf War (1991)?"
HB_EXP1_0450,temporal_v2_temporal_paradoxes_0041,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A sculpture was installed in 2002 and a photo of it was taken in 1995. Is this possible?
HB_EXP1_0451,temporal_v2_timezone_arithmetic_0010,temporal,timezone_arithmetic,,1.0,12,0.0,short_text,"Tokyo is UTC+9. If a flight from Tokyo to Seoul departs at 3 PM and the flight duration is 1 hour, what time will it arrive in Seoul if Seoul is UTC+9?"
HB_EXP1_0452,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the construction of the Great Pyramid of Giza (2580 BC), the fall of the Roman Empire (476 AD), and the discovery of America (1492 AD)?"
HB_EXP1_0453,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,A man claims he is 25 years old and has been married for 10 years. Is this possible?
HB_EXP1_0454,temporal_v2_timezone_arithmetic_0008,temporal,timezone_arithmetic,,0.9166666666666666,12,0.08333333333333333,short_text,"New York is UTC-2. If it is 8 AM in New York, what time is it in UTC?"
